ID	i1	i2	i3	i4	i5	i6	i7	i8	i9	i0	i11	i12	i13	i14	i15	i16	i17	i18	i19	i20	i21	i22	i23	i24	i25	i26	i27	i28	i29	i30	i31	i32	i33	i34	i35	i36	i37	i38	i39	i40	i41	i42	i43	i44	i45	i46	i47	i48	i49	i50	i51	i52	i53	i54	i55	i56	i57	i58	i59	i60
246841	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	1	0	1	0	0	1	0	0	1	0	0	1	1	1	0	0	0	1	0	1	0	0	0	1	1	0	1	0	0	1	1	1	0	0	1	0
246851	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0
246861	1	1	0	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	1	1	1	1	0	0	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	0	1	0	1	0	0	1	0	1	1	1	1	1	0	1	1
246871	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	1	1	0	0	0	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
246881	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	1	1
246891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	0	1	1	0	1	0	1	0	1	1	0	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0
246901	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	1	1	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	1	0	1	0	0	1	1
246911	1	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	1	0	1	0	1	0	0	0	0	1	1	1	0	1	1	0	0	1	1	0	1	0	0	1	1	0	1	1
246921	1	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0
246931	1	0	0	0	0	1	1	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	1	1	1	1	0	1	1	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1
246941	1	1	1	0	0	0	1	0	0	0	0	1	1	1	0	1	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	0
246951	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0
246961	1	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	0	0	0	1	1	0	0	1	1	0	1	0	1	0	1	0	1	1	0	0	0	0	1	1	0	1	0
246971	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	0	0	0	1	0	1	1	0	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0
246981	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	1	1	0	0	0	1	0	1	1	0	1	1	1	1	1
246991	1	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	1	1	0	0	1	1	0	1	1	1	0	0	1	0	0	0	1	0	0	1	1	0	1	0
247001	1	1	1	0	1	1	0	0	1	0	1	0	1	0	1	0	0	1	1	1	0	1	0	1	1	0	1	0	0	1	0	0	1	0	1	1	1	1	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0
247011	0	0	1	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	1	1
247021	1	1	1	1	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0
247031	1	1	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0	1	1	1	1	0	1	0	1	0	0	0	1	1	1	0	1	1	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1
247041	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	1	1	0	0	1	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0
247051	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	1	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	1	1	1	0	1	0	1
247061	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	1	1	1	0	1	1	1	1	0
247071	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	1	0
247081	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	1	1	0	1	1	0	0	0	1	1	1	1	1	0	1	0	1	1	1	1	0	0	0	1	1	1	0	0	0	0	1	0	1	1	1	1	0	1	0	1
247091	1	1	1	1	0	1	0	0	1	1	0	1	0	0	1	1	0	0	1	1	0	0	1	1	1	0	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	1	0	0	1	1	1	0
247101	0	1	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	1	0	1	0	0	1	0	0	0	1	0	1	1	1	1	0	0	1	0
247111	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	0	1	0	1	1	1
247121	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	1	0	1	1	1	1	0	0	1	0	0	1	0	0	0	0	1	1	1
247131	0	0	1	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	1	1	1	1	0	0	1	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1
247141	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	1	0	1	1	0	1	0	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0
247151	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	1	1	1	1	0	0	0	1	1	1	0	1	1	0	1	0	0	0	1	0	0	1	0	1	0	1
247161	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0
247171	1	1	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	1	1	0	0	1	1	1	1	0	0	1	1	0	1	1	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1	0
247181	1	1	0	1	0	1	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	1	1	0	0	0	1	0	0	1	0	1	1	0
247191	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	1	1	0	1	1	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0
247201	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	1	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	0	1	1	0	0	1	0	1	1
247211	1	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1
247221	1	0	1	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	1	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1
247231	1	1	1	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	1	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	1	0	1	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0
247241	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	1	1	0	1	1	0	1	0	0	1	0	0	0	1	1	1	0	0	1	1	1	0	0	0	1	0	0	0	1	0	1	1
247251	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	1	0	1	0	1	1	0	1	1	0	1	0	1	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	0
247261	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	1	0	0	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1
247271	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	0	1	0	1	1	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0
247281	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	1	1	0	0	1	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	0	0	1	0
247291	1	0	1	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	1	0	1	1	1	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	1	0
247301	1	1	1	0	1	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	1	1	1	0	0	0	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
247311	1	0	1	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	1	0	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0
247321	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	1	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	1	1	1	1	0	0	1	0	1	0	1
247331	0	0	1	1	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	0	1	1	0	1	0	1	0	1	1	0	0	0	0	1	1	1	0	1	1	1	0	1	0	0	0	0	1	1	0	0	1	0
247341	0	1	0	0	0	1	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	1	1	1	0	0	1	1	0	1	0	1	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	1	1	1
247351	1	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0	1	1	0	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	1	1	0	1	0
247361	1	1	0	1	0	0	1	0	0	1	0	1	1	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	1	1	0	0	1	1	1	1	1	0	1	0	1	1	1	0	0	1	1	0	0	1	0	0	1	0	1	1	0	0	1	0
247371	1	1	0	1	1	1	0	1	0	1	1	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	1	1	0	0	1	0	1	0	0	1	0	0	1	1	0	0	1	1	1	0	0	0	0
247381	1	0	1	1	1	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	1	0	0	1	1	1	0	0	1	0	1	0	1	0	0	0	0	1	0	1	1	1	1	0	1	0	0
247391	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	1	0	0	1	1	1	0	0	0	1	1	0	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0
247401	1	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	1	1	0	0	0	1	0	1	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	1	1	0	1	1
247411	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1	0	1	0	1	1	0
247421	1	1	1	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	1	0	1	1	1	1	0	0	1	1	0	0	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	0	1	1	0	1	0
247431	1	0	1	1	0	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	1	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0
247441	1	1	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	1	0	1	1	0	1	0
247451	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0	1	0	1	1	0	0	1	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1
247461	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	1	1	0	0	0	0	0	1	0	1	0	0	1	0	1	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0
247471	1	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	1	1	1	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1
247481	0	1	1	1	0	1	0	0	1	1	1	0	0	0	1	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	0	1	0	1	0	1	1	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0
247491	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	1	0	1	1	1	0	1	1	0	0	1	0	0	1	1	1	1	0	0	0	1	0	1	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0
247501	0	1	0	0	0	0	1	0	1	1	1	0	1	1	0	1	0	0	1	1	0	0	1	1	1	0	1	0	0	1	0	1	1	0	1	1	1	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0
247511	1	1	0	1	0	1	0	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	1	1	0	1	0	1	1	1	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	0	0	0	1	0	0	1	1	0	1	0	0	1	1
247521	1	0	1	1	0	1	1	0	0	0	0	1	1	0	1	0	0	0	1	1	1	1	0	1	1	1	0	0	0	1	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0
247531	1	0	0	0	0	1	1	0	1	0	0	1	0	0	1	1	0	1	1	1	0	0	1	1	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	0	1	1	0	1	1	1	0	1	1	1	0
247541	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	1	1	1	1	0	1	0	1	0	0	1	1	1	0	1	0	0	1	1	1	0	1	1	1	1	0	1	0	0
247551	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	1	1	1	0	1	1	1	1	0	1	0	0	1	0	0	1	1	0	0	1	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	1	0	0	1	1
247561	1	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	1	1	1	0	1	0	1	1	0	0	1	1	0	0	0	1	1	1	0	1	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	1	0
247571	1	1	1	1	1	0	1	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0	1	1	1	0	0	1	0	0	0	0	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	0	1	0	0	1	1
247581	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	1	1	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1
247591	1	1	0	0	1	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	0	1	0	0	0	1	1	0	0	1	1	1	0	1	1	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0
247601	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	1	1	1	0	1
247611	1	1	1	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	1	1	0	1	0	1	0	0	1	0	0	0	0	1	1	0	1	0	1	0
247621	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	1	0	1	1	1	0	1	1	1	1	0	0	0	1	1	0	1	0	0	0	1	1	0	1	0	0	1	0	1	1	0	0	1	1	1	0	0	0	0	1	1	1	0	1	0
247631	1	1	0	1	0	1	1	0	1	0	0	1	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	0	0	1	0	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0
247641	1	0	1	0	0	1	1	1	0	1	0	1	0	0	0	1	1	1	1	0	0	0	1	1	0	0	1	0	1	1	0	1	1	0	1	1	0	1	0	1	0	1	1	1	0	0	1	0	0	1	0	0	0	1	0	1	1	1	1	0
247651	1	1	1	0	0	1	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	1	1	1	0	0	0	1	0	1	0	1	0	0	0	1	1	0	1	1	1	0	0	1	1	0
247661	1	1	0	1	1	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	1	0	1	1	0	1	0	1	1	1	1	0	0	0	0	1	0	1	1	1	1	0	1	1	0	1	0	1	0	1	1	1	1	0
247671	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1
247681	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	0	0	0	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	1	0	0	0	1	0	1	0	1	1	1	1	0	1	0
247691	1	0	1	0	1	1	1	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0
247701	1	0	1	0	0	0	0	1	1	0	0	0	0	1	1	1	0	0	1	1	0	0	1	1	1	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	1	1	1	1	0	0	1	0	1	1	0	1	0	1	0	1	0	0	1	0
247711	1	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	0	1	0	0	1	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	1	0	1	0	1
247721	1	1	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	1	0	1	0	0	1	0	1	0	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	0	1	0	0	0	1	1	0	1	0	1	1
247731	1	1	1	1	0	0	1	1	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	1	1	1	1	0	1	0	1	1	0	1	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	1
247741	0	1	0	0	1	0	1	0	1	0	0	1	1	0	0	1	0	0	0	1	0	1	0	1	1	1	1	0	0	1	1	1	0	0	1	0	1	1	1	0	0	1	0	1	1	0	1	0	0	1	1	0	1	1	1	1	0	1	1	1
247751	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0
247761	1	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	1	1	0	1	0	1	0	1	1	1	0	0	0	1	1	1	1	0	1	0	0	1	1	0	1	1	0	1	0	0	1	0
247771	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	1	1	1	0	0	0	1	1	0	1	1	1	1	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1
247781	0	1	0	1	0	1	0	0	0	1	0	0	1	0	1	1	0	0	1	1	0	0	1	1	1	0	1	0	1	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	0
247791	1	1	1	0	0	1	1	1	0	0	1	0	0	0	1	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	0	1	0	1	1	1	1	0	0	0	0	1	1	1	0	1	0	0	1	1	0	0	1	1	1	1	0	0	1	1
247801	0	1	1	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	1	0	1	1	0	0	1	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	1	1	0	1	0	1	1	0
247811	1	1	1	0	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0	1	0	1	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0
247821	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	0	0	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0
247831	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	1	0	1	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0
247841	0	1	1	0	0	1	0	1	0	0	1	0	0	0	1	1	0	1	1	1	0	1	1	1	1	0	1	0	1	1	0	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0
247851	1	0	1	0	0	0	1	0	1	0	0	0	1	1	0	1	0	0	1	1	0	1	0	1	1	0	0	0	1	1	0	1	0	0	1	0	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	0	0	0	0	1	1	0	1	0
247861	0	1	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	1	1	1	0	1	1	1	1	0	0	0	0	0	1	0	1	1	1	1	1	1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	1	1	1	0	1	1
247871	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	1	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	1	1	1	1	0	0	1	1
247881	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	1	1	0	1	1	1	1	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0
247891	0	0	0	0	1	1	1	0	1	0	1	0	0	0	1	1	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1
247901	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	0	0	0	1	1	0	1	1	0	0	1	1	0	0	1	1	0	0	0	1	0
247911	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	1	1	0	0	0	1	1	0	1	1	1	1	0	1	0	1	1	0	1	0	0	1	0	1	0	1	1	0	0	1	0	0
247921	0	1	0	1	0	1	1	0	0	0	0	1	0	1	0	1	1	0	0	1	1	0	0	1	1	0	0	0	0	1	0	1	1	1	1	0	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0
247931	1	0	1	1	0	0	1	1	1	0	1	0	0	1	1	0	0	0	1	0	0	1	1	0	0	0	1	0	1	1	0	1	0	1	1	0	1	1	1	0	0	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	0	0	1	1
247941	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	1	1	0	1	0	0	1	1	0	1	1	1	0	1	1	1	1	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0
247951	1	1	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	0	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1
