ID	FormA1	FormA2	FormA3	FormA4	FormA5	FormA6	FormA7	FormA8	FormA9	FormA10	FormA11	FormA12	FormA13	FormA14	FormA15	FormA16	FormA17	FormA18	FormA19	FormA20	FormA21	FormA22	FormA23	FormA24	FormA25	FormA26	FormA27	FormA28	FormA29	FormA30	FormB1	FormB2	FormB3	FormB4	FormB5	FormB6	FormB7	FormB8	FormB9	FormB10	FormB11	FormB12	FormB13	FormB14	FormB15	FormB16	FormB17	FormB18	FormB19	FormB20	FormB21	FormB22	FormB23	FormB24	FormB25	FormB26	FormB27	FormB28	FormB29	FormB30
166451	1	1	0	1	1	1	0	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0	0
166461	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	1	0	0
166471	1	0	0	1	0	1	0	0	1	0	0	1	1	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	0	0	1	1	1	0	1	1	0
166481	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1
166491	1	1	1	1	0	0	0	0	1	0	0	1	1	1	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	1	0	1	1	1	0	1	1	0	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	1	1
166501	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	1	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0
166511	1	1	1	0	0	0	0	1	1	0	1	0	1	0	1	0	1	1	0	1	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	0	0	1	1	1
166521	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	1	1	0	1	0	1	1	1	0	0	0	1
166531	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0	1	0	1	0	1	0	1	0	1	0	0	0
166541	1	1	1	0	1	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	1
166551	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0
166561	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	0	1	0	1	1	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	0
166571	1	1	0	1	1	1	0	0	0	1	1	1	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	1	0	1	0	0	1	0	1	0	1	0	1	0	1	1	0	1	1	1	1	1	0
166581	1	0	1	1	1	0	0	1	0	0	1	1	1	0	0	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0
166591	1	1	1	0	1	1	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0
166601	1	1	1	0	0	1	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	1	0	1	0	1	1	1	1	0	0	0	0	0	0	1	0	1	0	1	1	0	1	1	1	1	0	0
166611	0	1	1	0	1	1	1	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	1	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1
166621	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	1	0	1	0
166631	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	1
166641	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0	1	1	0
166651	1	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	0	1	1	0	1	0	1	1	0	1	0	1	0	1	0	1	1	0	1	1	0	0	1	1	1	1
166661	1	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	1	0	0	0	1	1	0	1	0	0	1
166671	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	1	0	1	0
166681	1	0	1	1	1	1	0	1	0	0	0	0	0	0	1	0	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	1	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1
166691	1	1	0	0	1	1	1	0	0	0	0	1	0	1	1	0	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0	1	0	1	0	1	1	1
166701	1	1	1	1	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	1	1	0	0
166711	1	1	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	1	1	0	1	0	1	0	1	0	1	0	0	1	0	0	0	1	0
166721	1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0
166731	1	1	1	0	0	1	0	0	1	1	0	1	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	1	0
166741	1	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	0
166751	0	0	1	1	0	0	0	1	1	0	0	1	1	1	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	1	1	1	0	1	1	0	1	1	0	1	1	0	1	1	1	0
166761	0	1	0	0	0	0	0	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0	0	0	1	1	1	1	0	0	0	0	1	1	0	0	1
166771	1	1	1	1	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1	0	0	0	0	1	0	1	1	0	0	1	1	0	1	0	0	0
166781	1	1	1	0	0	1	0	0	1	0	1	0	1	0	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	1	1	1	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	0	0	1
166791	1	0	0	0	0	0	1	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	0	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	1	1	0	0	1	0
166801	1	0	1	1	1	0	0	1	0	0	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	1	0	0	1	1	0	0	1	0	0	0	1	1	1	1	1	0	1	1	0	1	0	1	0
166811	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	0	1	1	0	1	0	0	0	1	1	0	1	0	0	0	1	0	1	0	1	1
166821	0	1	0	0	0	0	1	1	0	1	0	0	1	0	0	1	1	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	1	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1
166831	1	1	1	0	0	1	0	1	0	0	0	1	1	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0
166841	1	1	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	1	1	0	1	1	1	1	1	1
166851	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	1	1	0	0	0	1	1	1	1	0	0	0	1	1	0	0	0	1
166861	1	1	1	1	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	1	0	1	1	1	1	0	0	0	0	1	1	1	1	1	0
166871	1	1	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	0	1	1	0	0	0	0	1
166881	1	1	1	0	0	1	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	0	0	0	0	0	1	1	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	0	0	1	0	1	1	1	1	1	1	0	1
166891	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	1	0
166901	1	1	1	1	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	1	0	1	0	0	0	1	0	0	1	1	0	1	1	0	0	1	1	0	1	0	0
166911	1	0	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0	1	1	1	1	0	1	1	0	0	0	0	0	0	1	1	1	0
166921	1	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	0	0	1	0	0	0	1	1	0	1	0	0	0
166931	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	1	1	1	0	1	0	0	0	1	1	1	0	0	0	1	1	0	1	0	1	0
166941	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	1	1	1	1	0	0	0	0	1	1	0	1	0	0	1	0	1	0	1	1	1	0	0	1	1	1	0	0	0	1	0
166951	1	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	1	0
166961	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	1	1	1	1
166971	1	1	1	1	1	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	1	1	1	1	0	0
166981	1	0	1	1	0	1	1	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	1	1	0	1	1
166991	1	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1	0	1	0	1	0	0	0	1	1	1	1	0	1	0	0	1	0	1	0	0	0
167001	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	1	0	1	0	1	1	1	0	1	0	0	0	0	1	1	1	1	1	0
167011	1	0	1	1	1	0	0	1	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	0	0	1	0
167021	1	0	1	1	0	0	1	0	1	0	1	1	1	0	1	1	1	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1
167031	1	1	1	1	0	1	0	0	0	1	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	0	0	1	0	1	0	0	0
167041	1	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	1	1	0	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	1	1	1	0
167051	0	1	1	0	1	0	0	0	0	0	1	1	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0
167061	1	1	1	0	1	1	0	1	0	0	1	0	1	1	1	0	1	1	1	0	0	0	1	1	1	0	1	1	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1
167071	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	1	1
167081	1	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	1
167091	1	1	0	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	1	1	1	0	1	0	0	0
167101	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	1	1	0	0	1	0	1	0	1	0	1	1	0	1	0	1	0
167111	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	1
167121	1	0	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	1	0
167131	0	1	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1	1	1	0	1	0	1	0	0	1	0	1	1	0	0	0	1	1	1	1	1	0	0	0
167141	1	1	1	0	0	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	1	1	1	0	0	0
167151	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	1	1	0	1	0	1	0	0	0	0	1	0	0	1	1	0
167161	1	1	0	0	0	1	0	0	1	0	1	0	1	1	1	1	1	1	0	1	0	0	0	1	1	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0	0	0	1	1	1	0	1	0
167171	1	0	1	0	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	1	1	0
167181	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	1	1	1	1	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	1	0
167191	1	1	1	1	1	0	0	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
167201	1	1	1	0	0	0	1	1	1	0	1	0	1	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	1	1	1	1	0	1	0
167211	1	1	0	0	1	1	0	1	0	1	0	1	0	0	1	1	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	1	1	0	1	0	1	0	1	1	1	0	1	0
167221	1	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	1
167231	0	0	1	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0
167241	0	1	1	1	0	0	1	0	0	1	1	0	1	1	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	1	0	1	1	0
167251	1	1	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1
167261	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	0	1	0	1	1	1	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	1	0
167271	0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	1	1	1	0	0	0	1	1	0	1	1	1	1
167281	1	1	1	1	0	1	0	0	0	1	1	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	1	1	0	0
167291	1	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	1	1	0	1	0	1	1	0	0	1	0	1	0	0	0	1	0	1	1	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	1	1	1	0	1	1
167301	1	1	1	0	0	0	1	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	0	0	1	1	0	1	1	0	0	1	1	0	1	0	0	1
167311	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	1	1	1	0	0	0	0	1	1	1	0	1	0	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	1	1	0
167321	1	1	0	0	1	0	0	0	1	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	1	1	1	0	1	0
167331	0	1	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	1	1	0	1	0	0	1	0	1	1	0	1	1	0	0	0	0	1	0	0	1	0	0
167341	1	1	1	0	1	1	1	0	0	0	0	1	0	0	1	0	1	0	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	0	1	1	0	1	1	0	1	0	0	0	1	0	0	0	1	1	0	0	1	0	1	0	0	1	1	1
167351	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	0	1	0
167361	1	1	1	1	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	0	0	0	1	0	1	1	0	0	1	1	0	1	1	1	0
167371	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	1	0
167381	1	1	0	1	0	0	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	0
167391	1	0	1	0	0	1	1	0	1	1	1	1	1	0	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	1	1	0	1	1	0	1	1	1	0	0	0
167401	0	1	1	1	1	1	0	1	1	1	1	0	0	0	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	0	1	0	0	0	1	1	0	1	0	0	1	1	0	0	1	1	0
167411	1	1	0	1	0	1	1	1	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	1	0	0	1	0	1	0	0	0	1	1	1	0	1	1	0
167421	1	1	1	1	0	1	1	0	1	1	0	1	0	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	1	1	0	1	1	0
167431	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	1	0	0	1	1	0	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	0	1	0
167441	1	0	0	1	0	1	1	1	0	0	1	1	0	1	1	0	1	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	1	0	1	1	1	1	0	0	0	1	1	1	0	0	0
167451	1	0	1	1	0	1	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	1	0	0	0
167461	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0
167471	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0	0	0	0	1	0	1	1	1	0	0	0	0	1	1	0	1	1	0
167481	1	0	1	0	1	1	1	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	1	1	1	1	0	0	0	0	0	1	1	1	1
167491	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	1	0	1	0	0	1	0	1	1	1	0	0	0	0	1	0	1	1	1	1
167501	1	0	1	0	1	0	1	1	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	1	1	1	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	1	1	0
167511	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	1	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	1	1	1	0	1	0
167521	1	1	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	0	0	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0
167531	1	1	1	1	0	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	1	0	0	1	0	1	1	0	0	0	1	1	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	1	0	1	1
167541	0	1	0	1	1	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	1	1	1	0	1	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	1	1	0	0	0	1	0
167551	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	1
